"Rk","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","Year"
230,"Robert Covington",30,"POR","PF",70,70,32,2.9,7.3,0.401,1.9,5.1,0.379,1,2.2,0.451,0.533,0.7,0.9,0.806,0.9,5.8,6.7,1.7,1.4,1.2,0.9,2.8,8.5,0,2021
231,"Gabriel Deck",25,"OKC","PF",10,0,21.2,3.2,6.7,0.478,0.2,1.5,0.133,3,5.2,0.577,0.493,1.8,2.2,0.818,1.6,2.4,4,2.4,0.8,0,0.6,0.9,8.4,0,2021
232,"James Ennis III",30,"ORL","SF",41,37,24,2.8,5.9,0.473,1.1,2.5,0.433,1.7,3.4,0.504,0.566,1.7,2.1,0.805,1,3,4,1.5,0.8,0.2,0.9,2,8.4,0,2021
233,"Cameron Payne",26,"PHO","PG",60,1,18,3.2,6.6,0.484,1.2,2.8,0.44,2,3.8,0.515,0.576,0.8,0.9,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1,1.6,8.4,0,2021
234,"Luke Kennard",24,"LAC","SG",63,17,19.6,3.1,6.6,0.476,1.6,3.6,0.446,1.5,3,0.511,0.597,0.4,0.5,0.839,0.2,2.3,2.6,1.7,0.4,0.1,0.8,1.4,8.3,0,2021
235,"Mitchell Robinson",22,"NYK","C",31,29,27.5,3.7,5.7,0.653,0,0,NA,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,0,2021
236,"Cory Joseph",29,"2TM","PG",63,13,23,3.2,6.8,0.469,0.7,2.1,0.341,2.5,4.7,0.527,0.522,1.1,1.4,0.818,0.6,2,2.5,3.4,1,0.3,1.3,2.2,8.2,0,2021
237,"Sterling Brown",25,"HOU","SG",51,14,24.1,2.9,6.6,0.448,1.8,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2,0,2021
238,"Aleksej Pokusevski",19,"OKC","PF",45,28,24.2,3.1,9.1,0.341,1.3,4.6,0.28,1.8,4.5,0.403,0.412,0.7,0.9,0.738,0.7,4,4.7,2.2,0.4,0.9,2.2,1.3,8.2,0,2021
239,"Nicolas Batum",32,"LAC","SF",67,38,27.4,2.9,6.1,0.464,1.6,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.828,0.7,4,4.7,2.2,1,0.6,0.8,1.5,8.1,0,2021
240,"JaMychal Green",30,"DEN","PF",58,5,19.3,3,6.4,0.463,1.4,3.4,0.399,1.6,3,0.534,0.568,0.8,1,0.807,1.5,3.3,4.8,0.9,0.4,0.4,0.9,2.5,8.1,0,2021
241,"Hassan Whiteside",31,"SAC","C",36,4,15.2,3.5,6.2,0.563,0,0,0,3.5,6.2,0.565,0.563,1.1,2.2,0.519,1.7,4.3,6,0.6,0.3,1.3,1.1,2,8.1,0,2021
242,"Mo Bamba",22,"ORL","C",46,5,15.8,3.1,6.5,0.472,0.8,2.6,0.322,2.3,4,0.568,0.535,1,1.4,0.682,1.7,4.1,5.8,0.8,0.3,1.3,0.8,1.9,8,0,2021
243,"Tyrese Maxey",20,"PHI","SG",61,8,15.3,3.2,7,0.462,0.5,1.7,0.301,2.7,5.3,0.512,0.498,1,1.1,0.871,0.2,1.5,1.7,2,0.4,0.2,0.7,1.3,8,0,2021
244,"Kenrich Williams",26,"OKC","PF",66,13,21.6,3.3,6.2,0.533,0.8,1.8,0.444,2.5,4.5,0.568,0.596,0.5,1,0.571,1.3,2.9,4.1,2.3,0.8,0.3,1.2,2.2,8,0,2021
245,"Robert Williams",23,"BOS","C",52,13,18.9,3.6,5,0.721,0,0,0,3.6,4.9,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1,2,8,0,2021
246,"Austin Rivers",28,"2TM","SG",36,7,23.5,2.9,6.8,0.424,1.5,4.1,0.369,1.4,2.7,0.51,0.537,0.6,0.9,0.71,0.2,2.1,2.3,2.3,0.8,0.1,1,1.8,7.9,0,2021
247,"Isaiah Stewart",19,"DET","C",68,14,21.4,3.3,6,0.553,0.3,0.9,0.333,3,5.1,0.592,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1,2.7,7.9,0,2021
248,"Willy Hernangómez",26,"NOP","C",47,12,18,3.2,5.7,0.563,0,0.2,0.1,3.2,5.5,0.581,0.565,1.3,2,0.667,2.5,4.6,7.1,1.1,0.5,0.5,0.7,1.4,7.8,0,2021
249,"Chuma Okeke",22,"ORL","PF",45,19,25.2,3,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4,2.2,1.1,0.5,0.8,1.1,7.8,0,2021
250,"Anfernee Simons",21,"POR","SG",64,0,17.3,2.6,6.3,0.419,1.9,4.4,0.426,0.8,1.9,0.403,0.569,0.7,0.9,0.807,0.2,2,2.2,1.4,0.3,0.1,0.7,1.5,7.8,0,2021
251,"D.J. Augustin",33,"2TM","PG",57,12,19.8,2.4,6,0.394,1.5,3.8,0.382,0.9,2.2,0.413,0.515,1.5,1.6,0.904,0.4,1.3,1.6,3.3,0.5,0,1.1,1,7.7,0,2021
252,"Ben McLemore",27,"2TM","SG",53,5,17.1,2.5,6.9,0.37,1.8,5.3,0.346,0.7,1.6,0.447,0.503,0.7,1,0.736,0.3,1.6,1.9,0.7,0.4,0.2,0.8,1.7,7.7,0,2021
253,"PJ Dozier",24,"DEN","SG",50,6,21.8,3,7.1,0.417,0.9,3,0.315,2,4.1,0.49,0.483,0.8,1.3,0.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,1.7,7.7,0,2021
254,"Mike James",30,"BRK","PG",13,1,18.2,2.6,7.1,0.37,0.8,2.4,0.355,1.8,4.7,0.377,0.429,1.6,2.1,0.778,0.2,2.2,2.5,4.2,0.5,0.1,1.5,0.8,7.7,0,2021
255,"Naji Marshall",23,"NOP","SF",32,10,21.9,2.6,6.5,0.392,0.9,2.6,0.349,1.7,3.9,0.421,0.462,1.7,2.3,0.707,0.5,4.2,4.6,2.8,0.8,0.3,1.2,1.8,7.7,0,2021
256,"Payton Pritchard",23,"BOS","SG",66,4,19.2,2.8,6.3,0.44,1.5,3.8,0.411,1.2,2.6,0.482,0.562,0.6,0.7,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,0,2021
257,"Tomáš Satoranský",29,"CHI","SG",58,18,22.5,2.9,5.7,0.514,0.7,2,0.356,2.2,3.6,0.602,0.578,1.2,1.4,0.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,0,2021
258,"Isaiah Thomas",31,"NOP","PG",3,0,16,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0.7,0.7,1,0.3,1,1.3,1.7,0.3,0,2,1,7.7,0,2021
259,"Steven Adams",27,"NOP","C",58,58,27.7,3.3,5.3,0.614,0,0.1,0,3.3,5.3,0.62,0.614,1,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,1.9,7.6,0,2021
260,"Garrett Temple",34,"CHI","SG",56,25,27.3,2.8,6.8,0.415,1.2,3.6,0.335,1.6,3.2,0.503,0.503,0.7,0.9,0.8,0.5,2.3,2.9,2.2,0.8,0.5,1,2.3,7.6,0,2021
261,"Tristan Thompson",29,"BOS","C",54,43,23.8,3.1,6,0.518,0,0.1,0,3.1,6,0.523,0.518,1.3,2.2,0.592,3.1,5,8.1,1.2,0.4,0.6,1.1,2.2,7.6,0,2021
262,"Patrick Beverley",32,"LAC","PG",37,34,22.5,2.5,5.9,0.423,1.5,3.8,0.397,1,2.1,0.468,0.55,1,1.2,0.8,0.8,2.4,3.2,2.1,0.8,0.8,0.9,2.9,7.5,0,2021
263,"Henry Ellenson",24,"TOR","PF",2,0,19,2.5,7,0.357,1,4.5,0.222,1.5,2.5,0.6,0.429,1.5,2,0.75,1.5,4.5,6,2.5,0,0,0,3.5,7.5,0,2021
264,"Malachi Flynn",22,"TOR","PG",47,14,19.7,2.7,7.2,0.374,1.1,3.6,0.321,1.6,3.7,0.424,0.453,1,1.2,0.804,0.2,2.3,2.5,2.9,0.8,0.1,0.9,1.4,7.5,0,2021
265,"Jaxson Hayes",20,"NOP","C",60,3,16.1,2.9,4.7,0.625,0.1,0.2,0.429,2.8,4.4,0.635,0.636,1.6,2,0.775,1.5,2.8,4.3,0.6,0.4,0.6,0.7,1.7,7.5,0,2021
266,"DeAndre Jordan",32,"BRK","C",57,43,21.9,3.3,4.4,0.763,0,0,0,3.3,4.4,0.766,0.763,0.8,1.6,0.5,2.1,5.4,7.5,1.6,0.3,1.1,1.5,2,7.5,0,2021
267,"Edmond Sumner",25,"IND","SG",53,24,16.2,2.8,5.3,0.525,0.7,1.7,0.398,2.1,3.7,0.582,0.587,1.3,1.6,0.819,0.3,1.4,1.8,0.9,0.6,0.2,1,1.7,7.5,0,2021
268,"JJ Redick",36,"2TM","SG",44,0,16.4,2.4,6.1,0.397,1.5,4,0.371,0.9,2,0.449,0.521,1.1,1.2,0.942,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.4,0,2021
269,"Jalen Harris",22,"TOR","SG",13,2,13.2,2.8,5.5,0.5,1.3,2.8,0.472,1.5,2.8,0.528,0.618,0.5,0.7,0.778,0.2,1.2,1.4,1.3,0.6,0,1.1,1.2,7.4,0,2021
270,"Jalen McDaniels",23,"CHO","SF",47,18,19.2,2.8,6,0.468,0.7,2.2,0.333,2.1,3.8,0.547,0.53,1,1.4,0.703,1,2.6,3.6,1.1,0.6,0.4,1,2,7.4,0,2021
271,"JaVale McGee",33,"2TM","C",46,2,14.7,3.1,6.1,0.511,0.1,0.5,0.208,3,5.6,0.539,0.52,1,1.5,0.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,2.6,7.3,0,2021
272,"Louis King",21,"SAC","SF",6,1,14.2,2.8,5.7,0.5,0.7,1.8,0.364,2.2,3.8,0.565,0.559,1,1,1,0.8,2.2,3,1.5,1.2,0.5,0.7,1.5,7.3,0,2021
273,"Khem Birch",28,"2TM","C",67,22,22.8,2.8,5.7,0.497,0.2,0.8,0.25,2.6,4.9,0.537,0.514,1.4,1.9,0.705,2.6,3.2,5.8,1.3,0.7,0.7,0.7,1.7,7.2,0,2021
274,"James Johnson",33,"2TM","PF",51,12,20.5,2.9,6.4,0.446,0.6,2.4,0.258,2.3,4.1,0.556,0.494,0.9,1.5,0.592,0.6,2.8,3.5,1.9,0.8,0.8,1.1,2.4,7.2,0,2021
275,"Justin Jackson",25,"2TM","SF",34,3,17,2.6,6.5,0.403,1.1,3.4,0.308,1.6,3.1,0.51,0.484,0.9,1.1,0.838,0.5,1.8,2.3,1.5,0.4,0.1,0.9,0.9,7.2,0,2021
276,"Kent Bazemore",31,"GSW","SF",67,18,19.9,2.6,5.9,0.449,1.1,2.7,0.408,1.5,3.1,0.486,0.545,0.8,1.2,0.692,0.4,3,3.4,1.6,1,0.5,1.2,2.4,7.2,0,2021
277,"Juancho Hernangómez",25,"MIN","PF",52,6,17.3,2.5,5.8,0.435,1.1,3.2,0.327,1.4,2.5,0.573,0.527,1.2,1.9,0.619,0.9,3.1,3.9,0.7,0.4,0.1,0.5,1,7.2,0,2021
278,"Aaron Holiday",24,"IND","PG",66,8,17.8,2.6,6.6,0.39,1,2.8,0.368,1.6,3.8,0.406,0.467,1,1.3,0.819,0.2,1.1,1.3,1.9,0.7,0.2,1,1.4,7.2,0,2021
279,"Tony Bradley",23,"2TM","C",42,8,16.3,3.1,4.7,0.665,0,0.1,0,3.1,4.6,0.675,0.665,0.9,1.3,0.691,2,3.7,5.7,0.9,0.4,0.7,0.8,1.5,7.1,0,2021
280,"Dewayne Dedmon",31,"MIA","C",16,0,13.1,2.9,4.1,0.708,0.1,0.3,0.2,2.8,3.8,0.75,0.715,1.3,1.7,0.741,1.8,3.6,5.4,0.8,0.6,0.4,0.8,2.3,7.1,0,2021
281,"Maxi Kleber",29,"DAL","PF",50,40,26.8,2.3,5.5,0.422,1.7,4.2,0.41,0.6,1.3,0.46,0.58,0.7,0.7,0.919,0.9,4.3,5.2,1.4,0.5,0.7,0.6,2.1,7.1,0,2021
282,"Ignas Brazdeikis",22,"3TM","SF",13,0,19.2,2.7,6.4,0.422,0.8,2.2,0.393,1.8,4.2,0.436,0.488,0.8,1.1,0.714,0.8,2.6,3.5,1.3,0.3,0.2,0.9,1.7,7,0,2021
283,"Daniel Gafford",22,"2TM","C",54,11,14.6,2.9,4.2,0.684,0,0,NA,2.9,4.2,0.684,0.684,1.3,2,0.667,1.7,2.5,4.3,0.5,0.5,1.4,0.8,1.8,7,0,2021
284,"Draymond Green",30,"GSW","PF",63,63,31.5,2.7,6,0.447,0.5,2,0.27,2.2,4,0.535,0.492,1.1,1.4,0.795,0.9,6.3,7.1,8.9,1.7,0.8,3,3.1,7,0,2021
285,"Dwight Howard",35,"PHI","C",69,6,17.3,2.6,4.4,0.587,0.1,0.3,0.25,2.5,4.1,0.611,0.596,1.8,3,0.576,2.8,5.7,8.4,0.9,0.4,0.9,1.6,2.9,7,0,2021
286,"Terance Mann",24,"LAC","SG",67,10,18.9,2.7,5.2,0.509,0.6,1.4,0.418,2.1,3.9,0.541,0.563,1.2,1.4,0.83,0.8,2.8,3.6,1.6,0.4,0.2,0.6,1.9,7,0,2021
287,"Royce O'Neale",27,"UTA","SF",71,71,31.6,2.5,5.5,0.444,1.5,3.9,0.385,1,1.6,0.586,0.58,0.5,0.6,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6,7,0,2021
288,"R.J. Hampton",19,"2TM","SG",51,1,17.4,2.7,6.1,0.435,0.5,1.7,0.31,2.1,4.4,0.482,0.478,1.1,1.6,0.671,0.6,2.9,3.5,1.7,0.4,0.2,1,1.2,6.9,0,2021
289,"Moritz Wagner",23,"3TM","C",45,24,16,2.3,5.1,0.454,0.7,2,0.341,1.6,3.1,0.529,0.522,1.6,1.9,0.816,0.6,2.6,3.2,1.1,0.6,0.4,1,2.4,6.9,0,2021
290,"Georges Niang",27,"UTA","PF",72,10,16,2.5,5.6,0.437,1.7,4.1,0.425,0.7,1.6,0.469,0.59,0.3,0.3,0.957,0.4,2.1,2.4,0.8,0.3,0.1,0.7,1.6,6.9,0,2021
291,"Gorgui Dieng",31,"2TM","C",38,1,14.5,2.2,4.3,0.521,0.8,1.8,0.429,1.4,2.4,0.591,0.613,1.5,1.8,0.866,1.1,2.6,3.7,1.3,0.7,0.4,0.8,1.5,6.8,0,2021
292,"Pat Connaughton",28,"MIL","SG",69,4,22.8,2.4,5.6,0.434,1.5,3.9,0.371,1,1.7,0.583,0.565,0.4,0.6,0.775,0.9,3.9,4.8,1.2,0.7,0.3,0.5,1.4,6.8,0,2021
293,"Killian Hayes",19,"DET","PG",26,18,25.8,2.7,7.7,0.353,0.8,2.8,0.278,2,5,0.395,0.403,0.5,0.7,0.824,0.2,2.4,2.7,5.3,1,0.4,3.2,2.2,6.8,0,2021
294,"Derrick Jones Jr.",23,"POR","SF",58,43,22.7,2.5,5.2,0.484,0.7,2.3,0.316,1.8,2.9,0.619,0.554,1,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,2.2,6.8,0,2021
295,"Jaden McDaniels",20,"MIN","PF",63,27,24,2.6,5.8,0.447,1.1,3.1,0.364,1.5,2.7,0.544,0.545,0.4,0.7,0.6,0.8,2.9,3.7,1.1,0.6,1,0.7,2.7,6.8,0,2021
296,"Justise Winslow",24,"MEM","SF",26,1,19.5,2.8,8.1,0.352,0.4,2.1,0.185,2.5,6,0.41,0.376,0.8,1.3,0.571,0.7,3.8,4.5,1.9,0.6,0.5,1.4,1.8,6.8,0,2021
297,"Dennis Smith Jr.",23,"2TM","PG",23,9,18.3,2.5,6.3,0.4,0.8,2.5,0.328,1.7,3.8,0.448,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1,0.6,1.1,1.6,6.7,0,2021
298,"Jeff Teague",32,"2TM","PG",55,7,17.3,2.2,5.2,0.433,0.7,1.5,0.439,1.6,3.7,0.431,0.496,1.6,1.9,0.848,0.3,1.3,1.6,2.4,0.6,0.2,1.2,1,6.7,0,2021
299,"Spencer Dinwiddie",27,"BRK","SG",3,3,21.3,2,5.3,0.375,0.7,2.3,0.286,1.3,3,0.444,0.438,2,2,1,0,4.3,4.3,3,0.7,0.3,1.7,1.3,6.7,0,2021
300,"Damyean Dotson",26,"CLE","SG",46,7,19.7,2.6,6.4,0.406,1,3.5,0.289,1.6,2.9,0.545,0.485,0.5,0.8,0.667,0.1,1.9,2,2,0.3,0.1,0.9,0.9,6.7,0,2021
301,"Markieff Morris",31,"LAL","PF",61,27,19.7,2.5,6.2,0.405,1.1,3.4,0.311,1.4,2.8,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,1.7,6.7,0,2021
302,"Abdel Nader",27,"PHO","SF",24,0,14.8,2.4,4.8,0.491,0.8,1.8,0.419,1.6,3,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,1.4,6.7,0,2021
303,"Ish Smith",32,"WAS","PG",44,1,21,2.9,6.8,0.434,0.4,1.1,0.367,2.5,5.6,0.448,0.465,0.4,0.8,0.576,0.5,2.9,3.4,3.9,0.7,0.3,0.9,1.4,6.7,0,2021
304,"Alex Len",27,"2TM","C",64,42,15.3,2.7,4.3,0.615,0.1,0.4,0.32,2.5,4,0.644,0.629,1.1,1.8,0.629,1.2,2.8,4.1,0.8,0.3,1,0.9,2,6.6,0,2021
305,"Trey Burke",28,"DAL","PG",62,1,14.7,2.4,5.7,0.428,0.9,2.6,0.354,1.5,3,0.492,0.51,0.8,0.9,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1,6.6,0,2021
306,"Nic Claxton",21,"BRK","C",32,1,18.6,2.8,4.5,0.621,0,0.2,0.2,2.8,4.4,0.636,0.624,1,2,0.484,1.3,3.8,5.2,0.9,0.7,1.3,0.6,2.1,6.6,0,2021
307,"Frank Kaminsky",27,"PHO","C",47,13,15.2,2.6,5.5,0.471,0.7,1.8,0.365,1.9,3.7,0.523,0.531,0.8,1.3,0.617,0.8,3.2,4,1.7,0.3,0.4,0.5,1.5,6.6,0,2021
308,"Xavier Tillman Sr.",22,"MEM","PF",59,12,18.4,2.8,5.1,0.559,0.4,1.1,0.338,2.5,4,0.62,0.595,0.6,0.9,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,2,6.6,0,2021
309,"Nemanja Bjelica",32,"2TM","PF",37,3,16.1,2.4,5.3,0.454,0.7,2.3,0.318,1.7,3,0.559,0.523,1,1.4,0.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,1.8,6.5,0,2021
310,"Marquese Chriss",23,"GSW","PF",2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5,0,2021
311,"Damion Lee",28,"GSW","SG",57,1,18.9,2.2,4.8,0.467,1.4,3.4,0.397,0.9,1.4,0.638,0.608,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,1.6,6.5,0,2021
312,"Chasson Randle",27,"ORL","PG",41,5,20.4,2.2,5.8,0.388,1.1,3.2,0.338,1.2,2.6,0.449,0.481,0.9,1.2,0.792,0.2,1.8,2,1.8,0.5,0.1,1.1,1.6,6.5,0,2021
313,"Denzel Valentine",27,"CHI","SG",62,3,16.7,2.5,6.7,0.373,1.3,3.9,0.331,1.2,2.8,0.431,0.469,0.3,0.3,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.5,0,2021
314,"Avery Bradley",30,"2TM","SG",27,6,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.443,0.471,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,2,6.4,0,2021
315,"Alex Caruso",26,"LAL","PG",58,6,21,2.3,5.3,0.436,0.9,2.4,0.401,1.3,2.9,0.464,0.526,0.8,1.3,0.645,0.5,2.4,2.9,2.8,1.1,0.3,1.3,1.9,6.4,0,2021
316,"Kira Lewis Jr.",19,"NOP","PG",54,0,16.7,2.4,6.2,0.386,0.7,2.2,0.333,1.7,4,0.415,0.445,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,1.6,6.4,0,2021
317,"Timothé Luwawu-Cabarrot",25,"BRK","SF",58,7,18.1,2.2,6.1,0.365,1.3,4.1,0.314,0.9,2,0.47,0.471,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,1.7,6.4,0,2021
318,"Deni Avdija",20,"WAS","SF",54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3,0,2021
319,"Tyus Jones",24,"MEM","PG",70,9,17.5,2.5,5.9,0.431,0.6,2,0.321,1.9,3.9,0.487,0.485,0.6,0.6,0.911,0.3,1.7,2,3.7,0.9,0.1,0.7,0.4,6.3,0,2021
320,"Frank Mason III",26,"ORL","PG",4,1,19.8,2.3,6,0.375,0.5,1.3,0.4,1.8,4.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3,3,0,0,1.3,1.8,6.3,0,2021
321,"Chimezie Metu",23,"SAC","C",36,6,13.6,2.5,5,0.508,0.4,1,0.351,2.2,3.9,0.549,0.545,0.9,1.2,0.721,0.9,2.3,3.1,0.8,0.4,0.5,0.8,1.6,6.3,0,2021
322,"Aron Baynes",34,"TOR","C",53,31,18.5,2.5,5.7,0.441,0.5,1.9,0.262,2,3.8,0.532,0.485,0.5,0.8,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,2.2,6.1,0,2021
323,"Facundo Campazzo",29,"DEN","PG",65,19,21.9,1.8,4.8,0.381,1.2,3.3,0.352,0.7,1.5,0.444,0.502,1.2,1.4,0.879,0.3,1.7,2.1,3.6,1.2,0.2,1.1,2,6.1,0,2021
324,"Robert Franks",24,"ORL","PF",7,0,14.4,1.9,4,0.464,0.7,2.1,0.333,1.1,1.9,0.615,0.554,1.7,1.9,0.923,0.9,1.1,2,0.7,0.4,0.4,0.3,1.1,6.1,0,2021
325,"Jaylen Hoard",21,"OKC","SF",19,0,16.8,2.3,4.6,0.5,0,0.6,0,2.3,4.1,0.571,0.5,1.5,2.2,0.683,1.1,2.3,3.4,1.3,0.7,0.3,0.9,1,6.1,0,2021
326,"Max Strus",24,"MIA","SF",39,0,13,2.2,4.8,0.455,1.3,3.8,0.338,0.9,1,0.897,0.588,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1,0,2021
327,"Dakota Mathias",25,"PHI","SG",8,2,15.4,2.4,6,0.396,1,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6,0,2021
328,"Dean Wade",24,"CLE","PF",63,19,19.2,2.1,4.9,0.431,1.2,3.4,0.366,0.9,1.6,0.571,0.556,0.5,0.6,0.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,1.2,6,0,2021
329,"Dwight Powell",29,"DAL","C",58,19,16.7,2.1,3.3,0.619,0.1,0.4,0.238,2,3,0.665,0.631,1.7,2.1,0.782,1.4,2.7,4,1.1,0.6,0.5,0.7,2.3,5.9,0,2021
330,"Drew Eubanks",23,"SAS","C",54,3,14,2.1,3.8,0.566,0,0,1,2.1,3.8,0.562,0.571,1.4,2,0.726,1.4,3.1,4.5,0.8,0.3,0.9,0.8,1.6,5.8,0,2021
331,"DeAndre' Bembry",26,"TOR","SF",51,12,19.1,2.3,4.5,0.513,0.3,1,0.264,2,3.4,0.589,0.544,0.9,1.3,0.682,0.6,2.2,2.9,2.1,1,0.4,1.4,1.7,5.7,0,2021
332,"Rodney McGruder",29,"DET","SG",16,2,12.1,2.3,4.4,0.529,0.7,1.5,0.458,1.6,2.9,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1,0.5,0.1,0.4,0.8,5.7,0,2021
333,"Jordan Nwora",22,"MIL","SF",30,2,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2,0.2,0.5,0.2,0.8,0.7,5.7,0,2021
334,"Juan Toscano-Anderson",27,"GSW","SG",53,16,20.9,2.3,3.9,0.579,0.7,1.7,0.402,1.6,2.2,0.718,0.667,0.4,0.6,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,2.1,5.7,0,2021
335,"Yogi Ferrell",27,"2TM","PG",10,0,13.6,2,5.7,0.351,0.9,2.8,0.321,1.1,2.9,0.379,0.43,0.7,0.9,0.778,0.5,1.4,1.9,2.2,0.7,0.3,0.3,1.1,5.6,0,2021
336,"Freddie Gillespie",23,"TOR","PF",20,2,19.6,2.2,4.2,0.524,0,0,NA,2.2,4.2,0.524,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.5,0.7,1,0.6,2.2,5.6,0,2021
337,"Donta Hall",23,"ORL","PF",13,0,13.8,1.9,2.7,0.714,0,0,NA,1.9,2.7,0.714,0.714,1.8,2.6,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,1.4,5.6,0,2021
338,"Saben Lee",21,"DET","PG",48,7,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2,3.6,0.7,0.3,1.1,1.6,5.6,0,2021
339,"Mychal Mulder",26,"GSW","PG",60,6,12.8,2,4.4,0.449,1.4,3.6,0.397,0.6,0.9,0.667,0.609,0.2,0.4,0.636,0.1,0.9,1,0.4,0.2,0.2,0.3,0.9,5.6,0,2021
340,"Torrey Craig",30,"2TM","SF",50,8,16.1,2.2,4.5,0.48,0.8,2.1,0.368,1.4,2.4,0.579,0.566,0.3,0.4,0.773,1.1,2.8,3.9,1,0.6,0.5,0.5,1.7,5.5,0,2021
341,"Brad Wanamaker",31,"2TM","PG",61,0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.463,0.411,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5,0,2021
342,"Jabari Parker",25,"2TM","PF",13,0,12.7,2.3,4.2,0.545,0.2,0.8,0.182,2.2,3.4,0.636,0.564,0.8,1,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,1,5.5,0,2021
343,"Anthony Lamb",23,"HOU","SF",24,3,17.3,1.9,4.9,0.39,1,3,0.324,1,2,0.489,0.487,0.8,0.9,0.857,1.1,1.8,2.9,1,0.3,0.2,0.8,1.4,5.5,0,2021
344,"Garrison Mathews",24,"WAS","SG",64,24,16.2,1.5,3.7,0.409,1.2,3.1,0.384,0.3,0.6,0.538,0.57,1.3,1.5,0.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,1.7,5.5,0,2021
345,"Devin Vassell",20,"SAS","SF",62,7,17,2,4.9,0.406,0.8,2.4,0.347,1.1,2.5,0.464,0.492,0.7,0.8,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,1.4,5.5,0,2021
346,"Rajon Rondo",34,"2TM","PG",45,3,17.1,2.1,4.8,0.442,0.8,2,0.404,1.3,2.8,0.468,0.526,0.4,0.4,0.941,0.4,2,2.4,4.4,0.8,0.1,1.8,1.2,5.4,0,2021
